respondentid,seen_bool,fan_bool,seen_1,seen_2,seen_3,seen_4,seen_5,seen_6,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,expanded_universe_aware,expanded_universe_fan,star_trek_fan,gender,age,household_income,education,location
3289804908.0,True,True,True,True,False,False,True,True,1.0,4.0,5.0,6.0,2.0,3.0,False,,True,Female,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
3289804326.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,False,,True,Male,45-60,"$25,000 - $49,999",Graduate degree,East South Central
3289804031.0,True,True,True,True,True,True,True,True,5.0,4.0,1.0,2.0,3.0,6.0,False,,True,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289802847.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
3289799650.0,True,True,True,False,False,False,False,False,1.0,4.0,5.0,6.0,2.0,3.0,False,,True,Female,30-44,"$150,000+",Graduate degree,Pacific
3289799581.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3289798968.0,True,False,False,False,True,False,True,True,5.0,6.0,1.0,2.0,3.0,4.0,False,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,East North Central
3289798759.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,True,True,False,Male,30-44,,Some college or Associate degree,East North Central
3289797876.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$50,000 - $99,999",Bachelor degree,West North Central
3289795859.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289790475.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
3289790146.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Male,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
3289786719.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,True,True,True,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3289781705.0,True,True,False,False,False,True,True,True,2.0,4.0,6.0,5.0,3.0,1.0,False,,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3289779434.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$150,000+",Bachelor degree,East North Central
3289764515.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
3289758800.0,True,True,True,True,True,True,True,True,6.0,2.0,3.0,1.0,4.0,5.0,True,False,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289757385.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,30-44,,Some college or Associate degree,East North Central
3289757163.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,True,False,True,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3289753279.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$25,000 - $49,999",Graduate degree,East North Central
3289752347.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,30-44,"$50,000 - $99,999",High school degree,East South Central
3289751464.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,> 60,,Graduate degree,South Atlantic
3289745316.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3289745063.0,True,True,True,True,True,True,True,True,2.0,3.0,6.0,5.0,1.0,4.0,False,,True,Male,> 60,"$25,000 - $49,999",Graduate degree,New England
3289737236.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3289735954.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,,Bachelor degree,Mountain
3289733444.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,True,True,True,Female,> 60,"$0 - $24,999",Some college or Associate degree,East North Central
3289730973.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,> 60,,Graduate degree,South Atlantic
3289727014.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Male,> 60,"$100,000 - $149,999",Graduate degree,New England
3289725827.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289725605.0,True,True,True,True,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,New England
3289722110.0,True,False,True,True,True,True,True,True,1.0,3.0,2.0,4.0,6.0,5.0,True,True,False,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3289713384.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289711817.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Male,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3289710382.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Some college or Associate degree,Mountain
3289706727.0,True,True,True,True,True,True,True,True,3.0,6.0,5.0,2.0,1.0,4.0,False,,False,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3289706550.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289705195.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3289700288.0,True,True,True,True,True,True,True,True,5.0,6.0,1.0,2.0,3.0,4.0,False,,False,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,New England
3289695941.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,False,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289693023.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,False,,False,Male,> 60,"$150,000+",Graduate degree,East North Central
3289692258.0,True,True,False,False,True,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,False,,True,Male,45-60,"$0 - $24,999",Bachelor degree,Middle Atlantic
3289689591.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$150,000+",High school degree,East North Central
3289689331.0,True,False,True,True,True,True,True,True,1.0,2.0,3.0,6.0,5.0,4.0,False,,True,Female,30-44,"$25,000 - $49,999",Bachelor degree,West North Central
3289688885.0,True,True,True,True,True,True,True,True,1.0,6.0,4.0,5.0,2.0,3.0,False,,True,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3289686202.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289685200.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289684323.0,True,True,True,True,True,True,True,True,6.0,3.0,4.0,2.0,1.0,5.0,False,,False,Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3289681765.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3289680108.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,30-44,,Some college or Associate degree,West South Central
3289673695.0,True,False,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Male,45-60,"$150,000+",Bachelor degree,East North Central
3289666523.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3289664241.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,True,True,False,Male,18-29,,High school degree,South Atlantic
3289653763.0,True,True,True,True,False,False,True,True,3.0,6.0,4.0,5.0,1.0,2.0,False,,True,Male,> 60,"$0 - $24,999",Graduate degree,West South Central
3289653664.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
3289652167.0,True,True,True,True,True,True,True,True,2.0,1.0,3.0,6.0,4.0,5.0,True,False,True,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3289649402.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289648154.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289646833.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
3289645505.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$25,000 - $49,999",High school degree,East North Central
3289644365.0,True,True,False,True,True,False,True,True,4.0,5.0,3.0,6.0,2.0,1.0,False,,True,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3289641241.0,True,False,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
3289640516.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,Mountain
3289638367.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,True,False,False,Male,> 60,"$25,000 - $49,999",Bachelor degree,East North Central
3289633176.0,True,True,True,True,True,True,True,True,1.0,4.0,6.0,5.0,2.0,3.0,False,,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289628791.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,,Bachelor degree,East North Central
3289627503.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$0 - $24,999",Some college or Associate degree,West North Central
3289625918.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,,Graduate degree,South Atlantic
3289625905.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289625071.0,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,1.0,2.0,True,False,True,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,New England
3289621004.0,True,True,True,True,True,True,True,False,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3289619487.0,True,False,True,False,False,True,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,,,,,
3289618781.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$50,000 - $99,999",,New England
3289618768.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289618355.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289616064.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289610618.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289610391.0,True,False,False,False,False,False,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3289600885.0,True,False,True,True,True,False,True,True,4.0,2.0,5.0,6.0,3.0,1.0,False,,False,Female,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
3289598419.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
3289597768.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3289597035.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,3.0,2.0,False,,True,Male,30-44,"$25,000 - $49,999",Graduate degree,New England
3289588064.0,True,False,False,False,False,False,True,False,1.0,2.0,3.0,4.0,6.0,5.0,False,,False,Male,45-60,,Graduate degree,West South Central
3289582868.0,True,True,True,True,True,True,True,True,6.0,2.0,5.0,3.0,1.0,4.0,False,,True,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
3289582774.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3289582090.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Female,45-60,"$50,000 - $99,999",High school degree,New England
3289573606.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,False,,True,Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3289572808.0,True,False,True,True,True,True,True,True,1.0,2.0,4.0,5.0,6.0,3.0,False,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
3289569955.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3289567355.0,True,True,False,False,True,True,True,True,5.0,6.0,3.0,4.0,1.0,2.0,False,,True,Female,> 60,,Some college or Associate degree,East North Central
3289564387.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,False,,True,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3289563102.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$25,000 - $49,999",Graduate degree,East North Central
3289561190.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289560376.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Female,45-60,,Bachelor degree,Pacific
3289555540.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,Some college or Associate degree,East North Central
3289553574.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289553473.0,True,True,False,False,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,True,False,False,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3289552996.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,3.0,2.0,False,,True,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3289552625.0,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3289543778.0,True,True,True,False,False,True,True,True,4.0,5.0,2.0,1.0,6.0,3.0,False,,False,Female,45-60,"$100,000 - $149,999",Bachelor degree,East South Central
3289540349.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,True,False,True,Male,18-29,"$0 - $24,999",Bachelor degree,West South Central
3289539921.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,2.0,1.0,4.0,True,True,True,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
3289537363.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,30-44,"$100,000 - $149,999",Bachelor degree,Pacific
3289537293.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
3289536171.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,30-44,"$150,000+",Bachelor degree,Pacific
3289533753.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,True,True,True,Female,45-60,"$50,000 - $99,999",Graduate degree,East South Central
3289531711.0,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,1.0,2.0,True,True,True,Female,45-60,"$0 - $24,999",Graduate degree,Pacific
3289530269.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3289530042.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,True,False,True,Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3289529064.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3289528214.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",High school degree,South Atlantic
3289526845.0,True,False,True,False,False,False,True,True,5.0,2.0,4.0,6.0,1.0,3.0,False,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,South Atlantic
3289526048.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,False,Female,30-44,"$25,000 - $49,999",Graduate degree,Mountain
3289522048.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,True,False,False,Male,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
3289512650.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,,Graduate degree,Pacific
3289510637.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3289510083.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289508774.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,False,Female,> 60,"$0 - $24,999",Bachelor degree,South Atlantic
3289505557.0,True,False,True,False,False,False,True,False,1.0,3.0,4.0,5.0,2.0,6.0,False,,False,Female,18-29,"$25,000 - $49,999",Graduate degree,West North Central
3289498676.0,True,True,True,True,True,False,True,True,2.0,3.0,4.0,6.0,5.0,1.0,False,,True,Male,45-60,"$150,000+",Graduate degree,East North Central
3289498263.0,True,True,True,True,True,True,True,True,3.0,6.0,4.0,5.0,1.0,2.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3289498064.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,3.0,1.0,False,,True,Female,45-60,,Bachelor degree,New England
3289494245.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$100,000 - $149,999",High school degree,West South Central
3289492759.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289492075.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3289489736.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,2.0,1.0,6.0,False,,True,Female,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
3289485680.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$150,000+",Graduate degree,West South Central
3289484757.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3289481873.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central
3289481310.0,True,False,True,True,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,,Bachelor degree,South Atlantic
3289472648.0,True,True,True,True,True,True,True,True,1.0,5.0,2.0,3.0,4.0,6.0,True,True,True,Female,18-29,"$0 - $24,999",Bachelor degree,Middle Atlantic
3289469330.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
3289467778.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3289467324.0,True,True,False,False,True,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,False,,True,Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain
3289463626.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,East South Central
3289463066.0,True,True,True,True,True,True,True,True,1.0,3.0,2.0,4.0,5.0,6.0,True,False,True,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289459695.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289458608.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,True,False,True,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3289453110.0,True,True,True,True,True,True,True,True,1.0,3.0,2.0,4.0,5.0,6.0,,,,,,,,
3289450247.0,True,False,False,False,False,False,True,False,,3.0,2.0,5.0,1.0,4.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,New England
3289450050.0,True,False,False,True,True,False,True,True,6.0,2.0,1.0,3.0,4.0,5.0,False,,False,Female,> 60,"$0 - $24,999",Some college or Associate degree,East North Central
3289449176.0,True,False,True,False,False,True,True,False,3.0,5.0,6.0,1.0,2.0,4.0,False,,True,Female,30-44,,Bachelor degree,East North Central
3289448435.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,True,True,True,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3289445841.0,True,True,True,True,True,True,True,True,2.0,1.0,3.0,4.0,5.0,6.0,False,,True,Female,45-60,"$150,000+",Bachelor degree,West South Central
3289437997.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3289436437.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,1.0,3.0,True,True,True,Male,30-44,,Bachelor degree,East North Central
3289434297.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,True,True,True,Male,45-60,"$0 - $24,999",High school degree,Middle Atlantic
3289425578.0,True,True,True,True,True,True,True,True,6.0,5.0,2.0,3.0,1.0,4.0,False,,False,Female,45-60,,Graduate degree,South Atlantic
3289423303.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,False,,True,Female,45-60,"$150,000+",Graduate degree,South Atlantic
3289419064.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
3289418012.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289416615.0,True,True,True,False,False,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,False,,True,Male,45-60,"$0 - $24,999",Some college or Associate degree,West North Central
3289415200.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3289414959.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,True,True,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289414036.0,True,False,True,False,False,False,True,False,2.0,3.0,4.0,5.0,6.0,1.0,False,,False,Female,45-60,"$0 - $24,999",Some college or Associate degree,South Atlantic
3289410507.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,,,,,,,,
3289410455.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,True,False,True,Male,18-29,"$150,000+",Graduate degree,South Atlantic
3289398157.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3289394268.0,True,True,False,True,False,False,False,False,4.0,5.0,3.0,6.0,2.0,1.0,True,True,False,Female,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
3289393495.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,> 60,"$25,000 - $49,999",Bachelor degree,South Atlantic
3289392497.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,3.0,1.0,False,,True,Female,30-44,"$0 - $24,999",High school degree,East North Central
3289383220.0,True,False,True,False,False,False,True,False,1.0,4.0,5.0,2.0,6.0,3.0,False,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289381739.0,True,True,True,True,True,True,True,True,6.0,1.0,2.0,3.0,4.0,5.0,False,,False,Female,45-60,,Some college or Associate degree,Pacific
3289374653.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$50,000 - $99,999",Bachelor degree,New England
3289370623.0,True,True,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,False,,False,Female,45-60,"$25,000 - $49,999",Bachelor degree,West North Central
3289369318.0,True,True,False,False,False,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,True,False,True,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3289363684.0,True,True,True,True,True,True,True,True,6.0,1.0,3.0,5.0,4.0,2.0,False,,True,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
3289358306.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3289354975.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,False,,False,Female,18-29,"$0 - $24,999",Bachelor degree,New England
3289351950.0,True,True,True,True,True,True,True,True,1.0,3.0,5.0,6.0,2.0,4.0,False,,True,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3289351379.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain
3289341349.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3289334585.0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289334511.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$150,000+",Graduate degree,Pacific
3289322178.0,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,30-44,"$25,000 - $49,999",Bachelor degree,Pacific
3289321600.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$150,000+",Graduate degree,New England
3289317542.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,True,True,True,Male,30-44,,Graduate degree,Middle Atlantic
3289316592.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3289311086.0,True,True,True,True,True,True,True,True,3.0,5.0,2.0,1.0,4.0,6.0,False,,False,Female,> 60,"$50,000 - $99,999",,South Atlantic
3289305272.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289302743.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289301976.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
3289282741.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3289281855.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289279767.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
3289274314.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,False,,True,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289274207.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,,Bachelor degree,West South Central
3289262699.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3289262511.0,True,False,True,True,True,True,True,True,1.0,3.0,2.0,6.0,4.0,5.0,False,,False,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
